label_bullying,text_message
1,loser creep dumb idiot
1,nobody nobody nobody nobody
1,ugly parasite pathetic loser
1,fake idiot dumb loser
1,loser parasite brain dead
1,pathetic loser ugly freak
1,dumb idiot loser parasite
1,loser loser loser loser
1,weakling dumb loser nobody
1,brain dead idiot fool
1,ugly loser dumb parasite
1,worthless parasite fake liar
1,loser nobody pathetic loser
1,dumb idiot brain dead
1,creep parasite ugly loser
1,loser loser loser loser
1,fake loser brainless fool
1,pathetic idiot dumb parasite
1,loser parasite ugly nobody
1,nobody nobody nobody nobody
1,dumb idiot loser parasite
1,ugly freak pathetic loser
1,loser loser loser loser
1,weakling loser dumb idiot
1,brain dead idiot fool
1,pathetic loser ugly parasite
1,fake loser dumb idiot
1,loser parasite brain dead
1,dumb idiot ugly freak
1,loser loser loser loser
1,creep parasite pathetic loser
1,nobody nobody nobody nobody
1,ugly idiot dumb loser
1,loser parasite fake liar
1,pathetic loser brain dead
1,loser idiot dumb parasite
1,weakling loser ugly freak
1,loser loser loser loser
1,dumb idiot brain dead
1,creep parasite pathetic loser
1,loser nobody dumb idiot
1,ugly loser fake liar
1,pathetic loser brain dead
1,loser parasite dumb idiot
1,loser loser loser loser
1,weakling dumb loser nobody
1,brain dead idiot fool
1,ugly loser dumb parasite
1,worthless parasite fake liar
1,loser nobody pathetic loser
1,dumb idiot brain dead
1,creep parasite ugly loser
1,loser loser loser loser
1,fake loser brainless fool
1,pathetic idiot dumb parasite
1,loser parasite ugly nobody
1,nobody nobody nobody nobody
1,dumb idiot loser parasite
1,ugly freak pathetic loser
1,loser loser loser loser
1,weakling loser dumb idiot
1,brain dead idiot fool
1,pathetic loser ugly parasite
1,fake loser dumb idiot
1,loser parasite brain dead
1,dumb idiot ugly freak
1,loser loser loser loser
1,creep parasite pathetic loser
1,nobody nobody nobody nobody
1,ugly idiot dumb loser
1,loser parasite fake liar
1,pathetic loser brain dead
1,loser idiot dumb parasite
1,weakling loser ugly freak
1,sucks for you
0,I haven't seen the fail whale in a month or more. Saw it today!
0,I missed this yesterday---love "cheeses my beef." But yes  they got it wrong with the ribbon. Hate the ribbon.
0,Feeling cheeky?  @Facebook is on twitter - why not throw a snowball at him  lol!  (I hate those damn notifications!)  lol
0,I agree with your LI assessment - and the fact that you have to $ to get introduced/email/contact really sucks too!
0,but then don't all your tweet show up on your FB status?  I tweet 2 much & it would piss off my FB friends.
0,Damn right.  He probably doesnt.
0,@andsoitis26 ouch.  2nd time I ve been called a fat ass this week.....
0,That sucks. I don't remember how long ago we had gas prices that high.....
1,yeah cuz his show was on some wack ass arsenio for sports type shit  they need him in a jim rome type setting
1,was that a racial comment? on it's going down!! bitch!
1,your mom/dad hate my monroe :(!!!!
0, i don't have those folders ... /wordpress/wp-content/plugins and /themes /uploads .  i hate the 2.7 interface already.
0,where ur ass been?
0,THAT SUCKS!!! haha
1,yeah dat bitch stabbed me in my eye when I was trying to hit the snooze buttone this morning
0,damn I woulda came but i used my last dollar & dime @ Wendys
0,try it you jive time sucka! I'll put Cinque on dat ass!
0,lmao!! caught dat ass talkin smack!! you dont want it with Bubbz NOOOOOOOOOOOOOOOOO!!
0,man i cant even dl that damn myspace app & I've been feenin for it!
0,I saw *fail* whale today more times than I can recount
0,at this hour you have to go to work? what do you do? I'd hate to drive at this time of night w/all the drunk drivers on WI roads.
0,good  I'm working on Maps by Yeah Yeah Yeahs and another track on hard/expert.  because medium is fucking boo-urns.
0,oh  fuck yes!  that's awesomes!
0,fuck yes!  I love it when straight boys gimme fun christmas stuffs  because it NEVER happens! thanks! I feel special. hahahahahaha.
0,holy fuck  Sir Charles can't swing for SHIT.  that was AWESOME.  that wasn't a golf swing  that was more like a dry heave.
0,they should've just given him a snow shovel and a grapefruit  would've been less embarrassing. seriously  that guy sucks. haha
0,gotta hate those sinus infections - feel better soon ;)
0,Maybe we could have a mock @richard_barley day? He is such a Dick........ :P
0,I hope you dont hate me too much for pointing you in that flights direction?
0,nice! is it real? LOL abt op. freak out the in-laws. :)
0,"why do you hate the getaway plan??
whats wrong with them?"
0,"i figured out how to send direct messages.
they have to be one of your followers.
sucks aye."
1,Damn Danica! I know BK went hard  but shiit...we evoke tears  too? Lol
1,I hate 2 sound like a nigga but...will there be food? Lol
0,I was one of those of the ppl! Damn near left my Berry on the train LMAO
0,What is Bromance? A gay love reality show? I don't watch TV unless its Grey's or Private Practice lol
0,You shoulda been a cop  fuck hip hop! Lmaoooo I wanna do the Diddy dance in our video!
0,That's bc every1 aint hip-hop  my dude.  LOTTA posers out there? I can't even fuck w/the mainstream sumtimes....
0,Aww here u go! Lol Don't hate on TJ. He's an Adonis! Haha!
0,I'm just a retard. I did it last month with two other cards. I paid them a day after they were due. I'm NEVER bad with bills.
0,That is heresy! There is about 100Pancheros to 1Chipotle down here-it sucks. The first one I had was green cuz of st pats day. Ew
0,Don't say anything to freak him out (that includes all of you CSPers)  but I'm pretty sure her mom already has them married.
0,Oh damn Jodi.  Do you get to keep your healht insurance?
0,The spammers recently decided I'm lonely  fat and have bad credit. I liked it btr when they thought I was a limp and bald man
0,Be happy it's not "I HATE YOU  YOU'RE RUINING MY LIFE!"... that'll come in about 8 more years.
0,got damn...you musta had them puppy dog eyes goin on...
0,wrote u 2 respons but so fat fingerd neither workd! will fwd now 4 kicks. How'd it go & did you do it?
0,is actually up to twit? the fuck. . .
1,:(( @ tweet tweet you cookie crumble ass nigga
0,Ron is a dope producer i mean damn the man did Ether. im just not feeling his new sound. these old NY rappers seem to love it
1,his haircut look like them fast ass Black Beetles on Super Mario Bros.
0,I hate you tomlin....
0,you're not wrong.. I don't hate you. I take it all back. My mustache apologises.
0,parking was a bitch around 2pm!!!
0,not really just want to bitch  i could never get to piss at the kid.
0, When the kids in those commercials scream at their parents...I get so upset.  Saying shut up and I hate you....terrible.
0,rebellion  there's no goddamm costco for 100 miles!  im a loser if I order just ranch from the diner down the road huh?
0,thanks  I'm terrified of exams. Yeah my hairs a bitch to do tbh  takes like an hour and a half to straighten.
1,WHAT THE FUCK?! WHY?! Do they have fucking brains?!
1,I would have done it by now tbh. I have no words except just WHAT THE SHITTING FUCK ARE THEY THINKING!
1,in time for when I travel and the train company still refused to let me travel. The fucking wankers.
0,oh that sucks.
0,Why do you hate all Canadians? :)
0,Sorry I take that back. You obviously just hate your daughter. My mistake.
0,I'm not only at work  I'm making three others work as well. Who's the biggest loser now?
0,**I love how new years brings out the inner twitter whore in people  LOL gotta get to 500 by 2009!!
1,i fucking hate when free 70$ cheques just up and think they can walk away
0,Tomorrow night  Michigan State vs. North Dakota on the ice. Straight up. Loser buys dinner at The Publican. Game?
0,ouch that sucks. happened to my uncle while driving last year
0,which sucks that they won't accpet my Canadian Passport  which actually maybe I should be a bit irritated about LOL :)
0,LOL I had completely forgot there was a comic strip called BC :)  But the real question is why do you hate your paper boy? LOL
0,damn you got home late!
0,the leg up one.no thank you! i am toooo fat for it! i always thought yoga was easy.thats cause i never tried it! i am SORE 2day!
0,Thanks. It sucks  but at least we're warm! And it's a Courtyard by Marriott  so not a dive.
0,I hate that  when I'm out and want to Twitter something  and I can't.
0,oh I know  you gave me my epiphany. Now let's kick 08' in the ass and start again
0,lmao..ass juice! Woohoo..Stella &lt;3
0,My mom would love it. Damn you Twitter. You make my friends convince me to buy exorbitantly priced holiday goodies!
0,JFK off to Paris...No days off I'll still be online to diss your ass!!
0,depends what your after? sirloin or the butchers favourite rib eye which are also economical but have a bit more fat ;-)
0,omg omg omg yes yes that's it...that's perfect! You are fucking awesome!
1,Get Shit Done Day is almost over  fuck it  you should come
0,my friend just bought one. It was like pimped gold and Black. It kinda sucks so I think shes returning it.
1,fuck em!
0,I really hate this ThunderHead IPA by Pyramid Breweries. Fucking skunk piss fo sho
0,OH NOES! Like chocolate ales are really fucking tricky they either rock or suck cock I will totally have to google those tho
0,So jealous although I guess one should never complain about free beer... awe fuck it I will!
0,lol why does jennifer hate new years so much?
0,I really hate MTV these days  and I hate it more every time I see it.
0,Thanks!! It's going to be tough  but someone has to stick up for the horses. PETA might hate me now  though...
0,gay by association...
0,and china WANTS taiwan back  im not sure Japan wants the Oki's  as for Macau  damn you portugese land stealers same as the British
0,and yet you *still* get all your facts wrong? It's a damn shame  man. ;)
0,Sorry  I didn't end that sentence properly. Bitch.
0,ok  now THAT sucks.
0,Yeah my Neice has always been able to just walk over. She used to come here without telling my sis.LOL Damn I'm gonna miss that
0,yeah face book sucks because they use your real name... thats almost anti-internet
0,True Hate to see Dre fading out...drop that album already!
0,i think so too.  xmas w my family has always been so fucking traumatic  it'll be nice to not deal w their crap!
0,hahaha! I hate driving alone... but sometimes carpool is the slow lane
0,I haven't worked out how to integrate this with Facebook yet  because I hate Facebook  but Twitter is fun. Welcome :)
0,don't you just hate when it does what is supposed to do
0,I hope Nova recovers quickly  I hate to see another dog suffer :(
0,uh well  that sucks. you should complain..j/k.
0,"
  ...all that about your job really sucks. &lt;3"
0,I feel your pain! They removed the PS2 emulation components to cut cost on the new machine!  What you can play  looks like ass!
0,my video kicks your videos ass. Truth be told!
0,Damn  well THAT stopped me. lol Good thing it landed in my throat. lol *no homo*
1,Thats what my aunt says. Still TMI. lol What are u watchin wit fat folks on it?
1,*throws all 52 dollars in my pocket at you* Let me hit the MAC. Ill be RIGHT back. Hold that pose *forgets pin number* FUCK!
0,I've actually been impressed with Twitter lately - haven't seen the fail whale in a very long time.
0,The golden rule is to treat people as you would like to be treated. They simply don't see gay people as "people". That much is obvious
0,I'm being gay by using SQL Server
0,I am. Hence the hate. But I love him rly
0,you hate him d00d
0,and I hate you hahaha
0,wow. that sucks.
0,Oh my! I'm not even that much of a control freak!
0,Sweetie  I'm about to head to bed. YOu need to  too! I hate getting my days and nights mixed up!
0,damn  that's how u feel?
0,with his fake fucking Cork accent
1,"""loser""?"
0,my favorite is people who bitch about bad "grammer" and then use the possessive it as "it's" ... GAH!
0,you taking the piss out of my posh schooling?!! *Grins!*
0,damn form fill.. I didn't even notice.
0,DOH! That sucks man  I hope the rest of your trip goes smoothly!
0,Re: legalizing prostitution. I hate to oversimplify but "Duh" seems so fitting here. Like most repression  follow the money.
1,ok  I had to say cock-blocked cuz  you know  it's a rooster. But apparently favrd doesn't like me
0,I hate when that happens. I have been misplacing and losing things a lot lately though
0,Major newspapers seem to be heading the same route. I hate to see it happening  but it seems inevitable.
1,there was no fucking egg nog at the store i got a low fat chocolate milk fuck this bullshit
0,oh my god. You DID steal my food baby. Poor thing. She's a bitch.
0,damn you and your soul-stealing internet comics! i can't leave my house because QC has officially overtaken my brain. thanks!
0,damn phone. It was supposed to be funny.
0,I'm not sure how famous it is  but it is damn delicious.
0,Damn man  you're on top of this! Your combined birthday/Christmas present might be a little late depending on supply.
1,Retard. Section E is?
1,you need to work in that department so you can clean your smelly ass.
1,I can guess  smelly slut.
1,bitch you wanna go? Ill kick your ass
1,whoa be nice guys.. Whats all this FOOL and LOSER talk?
1,wow.. Thats how people get fat haha
0,oh man  that sucks. Sick babies are the most heartbreaking thing ever. I hope she starts to feel better soon.
0,I hate this game
1,I'm keeping it now *just* to piss you off. hehehe
1,Or  he's just sick of hearing me bitch about the cold and doesn't know what else to get me. I like your theory better  lol.
0,Re: http://tinyurl.com/w2xzw  - You are a HUGE nerd!
0,LOL if you read that myb. it was just annoying bc i hate footballll XD
0,thiz is fucking nasttty!!!
1,oic but what do you want sir? Did I get you a book on conspiracies and shit already? Yes I did hmmmm fuck thinks
1,I would be saying the same damn thing about you. LMAO idc if I know you I'd be like see that ridiculous bitch? RI-DIC-U-LOUS
1,wristband is shipping can they put those assclowns in the mail next to be delivered to an ass whoopin?
0,and fuck you I am a miracle :D
1,the day after christmas and not yet :/ so I will be there early sigh fuck my life
0,that's because Romo is a bad ass. You should like the cowboys anyways
0,the fact that you're a bad ass soothes my soul.
0,mostly about the gaza bombings. It sucks in todays world being pro-military. No one wants military until it's their ass in trouble.
0,you got better movies then I did. That alpha dog movie I got sucks.
0,damn dude... what's wrong??
1,And I want a mansion in the countryside  a motorcycle  two cars  wife  kid  dog and a big fat wallet that says bad motherfucker.
0,always the steelers!  now i know for sure your a down ass girl lol
0,god damn you beat me this time.
0,damn you shay do a live show!
0,it always gets back 2 college football trash talk doesn't it? why can't we all just hate the USCtrojans and leave it there?
1,fuck Dreamhost. that is all.
0,once again  i agree... damn you are always right! baby!
0,man you reply pretty fast on that damn phone...
0,damn 3... thats not a good look man...
0,early eh? damn.
0,damn... it will pick up very soon.
0,man i forgot that was tonight! i knew i was forgetting something... damn.
0,hate in your blood is not healthy... i put that on my momma.
0,damn. i guess i am the last man standing...
0,I dont know. I like how dick in a box started it but I like jizz in my pants better simply because it just sounds better.
0,damn rooster kept me up all night. I'll take a picture of him  then righ after I'm getting the shotgun and blowing his ass away!
0,Internet was down  couldn't get back to you. 10 day forecast: http://is.gd/clbJ   don't hate me. I think it's going to be sunny
1,Ooh  You mean Whooty's = "Wht grls w/ bootys". LOL! my lil bro put me on to that corny ass saying.
0,Look on the bright side  at least you're internet relevant enough for someone you don't know in real life to hate.
1,dude  fucking seriously  you watched hella  now pay or wait an hour. bull shit. I want Stage 6 back!
0,So  all they did was argue about guild stuff the whole time?  That sucks if so.
0,Drobo kicks ass man  I love mine!
0,Teehee  I fucking love you. &lt;3 Also  you always make me twoosh. :)
0,Per my other tweets  I've (hopefully temporarily) stopped using Adium because it sucks up 75-80% of my CPU! :-(
0,thanks hot ass! :P
0,I'm jealous...he's a hottie. And I wanna believe he's gay too.
0,I hate when birds fly over me. I feel like in gonna be a poop target. That's so not sexy.
0,damn that sux
0,damn man  how did that happen?? at least no one was hurt
0,DAMN IT you had to bring this stuff up when i have no phone to call someone or no boyfriend lmao
0,where is the global warming. I'm fucking cold now
0,Sleep? What the fuck is that?
0,I hate snow
0,hands down one of my favorite veggies (and snack) is roasted brussel sprouts w/ fat free ranch to dip it in.
0,i'm still sick as fuck but have too much to do to stay home (that i can't get done anyway)
0,and with all the chaos going on today  I'M THE ONLY FUCKING PERSON WORKING IN THE OFFICE!
0,i have damn good health insurance  luckily. so when i have a stroke today  i'll be covered.
1,fuck you fool
1,grab that... It's yours  bitch!
0,LOL... My name was on Santas ass! thanks.
0,HILLA! LOL Its late.. Fingers to fat for buttons..
1,#NAME?
0,the nerd inthe shop lead me to believe it was a rechargeable!
1,Damn............I guess he has a life :(   hahahahahha
0,lmao.............It really is a wonderful thing is'nt it??  lol................damn makes me happy :)
0,I like the way you pop in and out.......of twitter I mean ;)  My ass is parked next to my tree that's half decorated but nice
0,Im pretty damn goood actually....lol.....how u doin?
0,molten lava ... Hate US Airways! Worse customer service ever!
0,nerd. *resumes Half-Life marathon*
0,I asked what cod was the other day since Mr I'll Show You My Cock said it and got ridiculed for not realizing whaat it was
0,wow that sucks (being stuck on the grapevine. Not the lack of 3g).
0,You're working both Saturday and Sunday?  That sucks.
1,Did you just call me a bitch?  You're still upset because @CatalinaLoves is moving in on your bitch.
0,It won't take me that long in my SUV monster. I just want to watch you freak out as I drive in the snow.
0,Made the pig bigger and sent it back to you again! ;-)
0,Don't you hate that.  Feel your pain as I do that too often.
0,Damn! No  sorry! I was afraid you'd think that. Sorrrry!
1,you should start obsessing over him it might freak the delivery guy out.
0,it sucks they only show parts of the game
0,yah i think i can!! haha. i'm just gonna have to ignore his dumb ass LOL
0,damn two days in a row lmao and once again mommie i had no part in this  it was Gabby lmao
0,damn that sucks!!!!!
0,damn  your right
0,Damn. How are you getting out early? I'm stuck with no beer till 4:30.
1,"""HOLY FUCKING SHIT THIS IS A RIP OFF OF ""foolin'"" BY DEF LEPPARD HAHAHAHAHAHAHhaahahhahaa fucking gay"""
0,hate bros
0,damn... And I thought 2 hours was a long time!! Thanks for exercising your right!
0,LOL  I hate you and your amazing scarf!
0,ha ha fucking ha
1,lots of ppl i know hate the song. was spreading it around & most ppl ask me whats wrong with me hehe. i think its so fantastic.
0,I wanna say ur the one that put me on to them. I can't remember. I met u online around the same time I met Frank. Fuck  we're old.
0,LOL  I think I hopped on near the end of Aug? I used to dis the hell out of it. I just didn't get it. Now look @ me. Damn it.
0,I'm honestly surprised that u still fuck w/ Twitter.
0,well just DAMN!
0,about damn time!
0,I hate going out in summer for that reason :(
0,@iglazer dick's announcement has to make the defrag fleece a collectible now  right?
0,haha  damn...all it took was a pick up line?...SCORE!
0,- change of plans  if you're in my neighborhood before 8:30  would you swap with me? The 6' one is a pain in the ass.
0,that's more like it! but seriously  you're gonna hate emacs if you dont like / want to use lisp. that's its main draw
0,Wow that sucks. Hope you make it home without turning into a snowman.
0,Stingy sucks  I agree  but no need for anything "expensive" on a first date.
0,says coffee is bad idea cause it makes you look cheap...  I say fuck that.. COFFEE NOW.. hehe.. and see what happens later.
0,Screw Haptics? Kinky! ;-) Yeah I've found that feather-light touching and certain angles of fat thumb help. Almost less deliberate?
0,Hmm  wonder who it was. Do you know local owners? Hate not being able to drive mine now due to weather!
0,I have (and hate) Charter. They forced me to upgrade from 3Mb to 5Mb and then raised my bill 50%. A-holes.
0,agreed but you can't sell what people don't want to buy. They want the illusion  the magic fat loss pill  can't blame seller
0,Man that sucks. Srsly. I'd LOVE to see them live. But 500 dollars. Jesus.  ._.
0,too late! you have to work boxing day too? that sucks.
0,Thanks! I'm a bit of a freak about those "looking back on the year" pieces each 12/31.
0,Oh  that's perfectly fine. He knows I'm also after his ass. *wink*
1,Fuck dude  you manage to do this every week!
1,yes.. flickr upload photo its sucks on eventbox.. huhuhu *tooos* gw juga gak make digg sama pownce
0,makes me want to vomit. i think it's something to with my new comments system though  was fine before that. technology sucks.
0,Glad you are feeling better man...NOW GET BACK TO WORK DAMN IT!!!!!! :-)
0,I HATE having to rush while carrying my guitar
1,Low budget human
1,Empty headed clown
1,Full time idiot
1,Walking garbage bin
1,Expired human product
1,Useless from head to toe
1,Brain on permanent leave
1,Public disgrace exhibit
1,Hopeless attention seeker
1,Failure in human skin
1,Shameless public nuisance
1,Professional idiot
1,No sense factory
1,Waste of planet space
1,Rejected idea of creation
1,Empty brain carrier
1,Embarrassment without borders
1,Face of pure disgrace
1,Lifetime disappointment
1,Unfinished assignment of nature
1,Disaster in human form
1,Moving pile of nonsense
1,Reasoning capacity of a brick
1,Complete write off
1,Noise generator without purpose
1,Defective copy of a human
1,Source of constant embarrassment
1,Professional disaster
1,National problem in one body
1,Walking shame parade
1,Symbol of wasted potential
1,Living example of failure
1,No hope content
1,Broken system in human skin
1,Drain on human progress
1,Empty shell of a person
1,Example of total foolishness
1,Shame wrapped in skin
1,Disgrace to common sense
1,Reason why patience is hard
1,Caricature of stupidity
1,Proof that brains are optional
1,Dead weight on society
1,Walking curse to good energy
1,Headline act of foolishness
1,Excess baggage of disgrace
1,Broken record of failure
1,Clown without a circus
1,Social media pollution
1,Factory setting stupidity
1,Generator of bad energy
1,Walking dead brain
1,Face that explains bad luck
1,Human form of a nightmare
1,Expired ticket of sense
1,Hopeless till further notice
1,Zero sense content
1,Overdose of foolishness
1,Embarrassment on replay
1,Heavy load of stupidity
1,Definition of nonsense
1,Dead battery of logic
1,Full time disgrace supplier
1,Public service failure
1,Result of wasted resources
1,Main distributor of shame
1,Limited edition foolishness
1,World heritage site of stupidity
1,Director of embarrassment affairs
1,Human example of backwardness
1,Walking reminder of bad choices
1,Low quality human copy
1,Professional sense offender
1,Reminder that failure exists
1,Daily supplier of foolish acts
1,Storage room of stupidity
1,Poster face for embarrassment
1,Broken bridge of progress
1,Overflow of nonsense
1,Special package of failure
1,Daily broadcast of disgrace
1,Moving billboard of foolishness
1,Human symbol of frustration
1,Lifetime subscription to shame
1,Dead end of intelligence
1,Wrong turn in human form
1,Generator of confusion
1,Air freshener of bad energy
1,Champion of disgrace
1,Frontline worker of foolishness
1,Empty bag of shame
1,Earthquake of bad vibes
1,First class in embarrassment
1,Full option foolishness
1,Walking signal of danger
1,Failed project of destiny
1,Constant reminder of nonsense
1,Exporter of shame
1,Delivery van of foolishness
1,Human form of a failed exam
1,Shame amplified
1,Social media error
1,Author of useless opinions
1,End product of bad decisions
1,Dead zone of wisdom
1,Master of empty talk
1,Human warning label
1,Evidence of zero sense
1,Overdraft of stupidity
1,Generator of public nuisance
1,Distributor of bad advice
1,Life size mistake
1,Drama piece without plot
1,Spokesperson for foolishness
1,Highlight of disgrace
1,Product of wasted time
1,VIP section of shame
1,Alarm clock of embarrassment
1,Reminder of human failure
1,Breaking news of stupidity
1,Season ticket to shame
1,Face of total disaster
1,Slow motion embarrassment
1,Rolling stone of disgrace
1,Low budget version of a clown
1,Live demonstration of nonsense
1,Episode of shame
1,Documentary on failure
1,Case study of disgrace
1,Public announcement of foolishness
1,Example of expired sense
1,Annual festival of stupidity
1,Walking apology for existence
1,Human form of spam
1,Video clip of shame
1,Standing ovation for foolishness
1,Public example of nonsense
1,Drama series of embarrassment
1,Prime time disgrace
1,Human form of bad luck
1,Magazine cover of shame
1,Bad energy in flesh
1,Proof that sense is scarce
1,Full movie of foolishness
1,Director’s cut of disgrace
0,Fucking incredible. He rocked harder than anyone I've ever seen.
0,FUCK I won't be around spring in Charlottesville. I'll be in L.A....Summer Tour FTW
0,That has happened to me before. They are usually quite speedy at rectifying the situation. Still  it's a pain in the ass.
0,ouch  that sucks.
0,I heard that  too... wondered the same thing... i hate office muzak
0,Well  I'll be damn. Three years of using EE and never knew that. Thank ya! My life is easier now.
0,White chocolate peppermint mocha twist. It's a fucking mouth full but a really nice holiday drink. I stick with nonfat chai though
0,so there were like 11 Five Guys in Orlando...we never went there once...GAY!!
0,that sucks. thanks &lt;3
1,I almost punched her vagina into the new year... grrr she was a cunt bag. How is your trip going?
0,I think the better question is will Rapattoni work at all on Mac? Geezzz - I hate change.  Especially change I don't want!
0,I agree & in fairness it's the smallest maternity shirt ever seen. I'm not fat  it's just the only empire waisted shirt my size.
0,Yes save my photos and show them to him when you really want to freak him out :P
0,Nope a regular blackberry. Damn this 5 year tmobile contract.
0,yeah that song suck  santagold sucks too. nice picture  i'm just seeing it  ur skin looks good
0,Books do kick ass!
0,I think I've fixed my problems..other than the brain problem I have..damn..the wind is blowing again.
0,damn! Do I want to come in tomorrow??
1,lets just hope i dont kick any ass. im in a violent mood.
1,yey for drunkenness! fuck drunk dialing or drunk texting! its all about the drunk tweeting!
1,hehe its all good. my drunken ass is moving off of twirl and to the crack...berry that is.  :) feel free to txt me yo. 3204694136
1,I hate when I text somebody and they immediately call me.  Hey fuckface  if I wanted to hear your ugly voice I would have called you!
1,did i jus get a reply from an emo asian!? CRAZY!
1,and yes.  true life "i have tourettes" is genius.  so is "i went to fat camp".  lmaooooooo
1,aliea you better stay away from jesse james joplin the third!!!!!!!!  i don't give a fuck  bitch
0,Fantastic! hung w/ sk8rs in HS =) fat shame about iphone 'nomo'4 us 2-all Christmas a blur. help? y my iphone twitpics sideways?
0,hate writing?  I LOVE writing :P  I'm contracted through January  but if you need a 2nd draft or something hit me up!
0,that is why we didn't "do" Santa. Giggles was afraid of the fat white guy busting into our house & doing "bad things"
0,i hate when i buy warranties then lose the warranty. The list goes on  I will reply with more when I think of more.
0,srsly why don't they reset the damn clock? Everyone I know does it :(
0,Damn dude the last 3 eps of TrueBlood are the best
0,"""its like it was a dream""....fag."
1,get on messenger already whore.
1,I just assumed when you said "meet" you mean suck his dick  cuz that's what you do when you go to "meet" people.
0,what'd you like/hate about the process?
1,no im just fucking pissed at shit
0,I hate wrapping  because I'm terrible at it. I always use gift bags. And you can use them again  so it environmentally correct.
0,hmm..maybe if you got off your computer and sat in front of it instead your ass wouldn't hurt.  &lt;O - )
1,Fuck that shit. She wasn't even right about the older men I was hitting on.
0,I'm up. See previous  my night sucks  tweet
0,I bet im not even famous and I've seen and experienced it its a damn shame
0,it sucks I dont even know what I did to cause the problem it started hurting monday and by wednesday sweeling up
0,no smart-ass  more than once a year  and believe me  she needs it. Even my cat is disgusted at Ela's personal hygiene issues.
0,hilary duff is great. don't let her giant veneers tell you otherwise. she's saying you're not gay.
1,LIKE YOU HATE A HUNDRED DOLLAR TIP. the other strippers must be SO JELLY. JAAAAY KAAAAAYYYYYY
1,OMFG. I JUST FIGURED OUT THAT @SHIT. AND MY FIRM'S IT GUY TRIED TO GET ME INTO CHUCK. IT'S REALLY NERD-O.
0,its a protest for the gay marriage ban in CA. Ppl are doing it all over the world
0,This place sucks get a good job so I can stay home please pretty please aww fuck it am begging you. Lmao
0, DAMN.  and I'm in Palm Springs for the holidays  go figure. Where will you post  Steve  when you get a few?
0,says the girl who throws a fit when someone calls her fat. Grow up.
0,ohhh fun are u eating roasted pig?
0,yes i hate the word GURU... Guess what I know label you a guru lol.. Let's put it on our signatures now and business cards lol
0,That sucks. I know the stress you're feelin all too well.
1,I wouldn't with ur dick! Now u owe me one!
1,like I said  I wouldn't even do it with your dick!
1,my dad started all this bullshit with my fam. He's such a fucking dumbass.
0,i just love that movie! damn it!
1,why do i imagine gouthami in police dress kannu adchifying and asking u for a lift! damn  i must stop these perverted thoughts!!!
1,lock it  yank his rights on both his accounts.  He's been a little bitch lately and I'm sick of it.
0,I HATE MY CPMOUTER it sed on stickie note that they changed stuff around and they did it happend to others :Sss
0,welcome back bitch!! We missed ya! :D
0,- You KNOW she doesn't.  She BARELY looks hapa. But LOL @ that one bitch from the one show.
0,wow  that's even worse than the blue screen of death from driver conflicts. I've been there too  though. It sucks.
0,dont hate me :(
0,video quality mostly sucks for screencasts. that was the reason for having the original source.
0,I can donate some booty as well. Ever heard of top ass? I got that and more.
0,color me shocked... I hate to think @islandcubfree had anything to do with this
0,dude  I'm not even in LA. I'm in cold ass Chicago. But  its nothing but a word if I was in LA.
0,UGH I do too. White decks are a bitch to play against. All the circles of poncey protection. I play black  red  or green or a combo
0,@jkjb98 NO FLASH? Fuck me running. I guess that's trade-off for video and sms pics. Can't have it all.
1,Then Clive is a total pussy and after reading his Dominion shit I do not believe that. Oh Clive so many missteps.
0,That's like comparing apples to oranges  but I STILL prefer twitter to FF. I hate FF with a burning passion.
0,OMG. Get him  honey! Flying Taintchoke his ass. Can't he read the fucking Shakesperean tragedy that is our server troubles?
0,It was pretty fucking cool when it wasn't driving me insane. I worked for Toonami and AS for 5 years.
0,Ugh. I fucking hate Ben 10. I remember how much bs it cause for my dept. when I was with CN.
1,fuck you
1,Maybe you should get your dick out of your ear next time I'm explaining them to you!!
1,Nerd.
0,not really. u see  my college is unfortunately a popular one and if i bitch  people will know who i am  so i need to be careful
0,Yes  that's the one. I refuse to believe Race had a baby w/anyone but Jezebel Jade. I hate his accent in RAJQ
0,yeah I've been to N.O. recently  damn shame.
0,hey man  i'd be screwed without slicehost's tutorial articles and creating new slices from backup images... I hate fresh setup.
0,Re : future - some ass.. kick it :D  btw ive caved in to fallout3 already
0,damn right. Unfairly maligned is the poor sardine.
0,damn right
0,RO quests are fucking LAME. Collect ELEVENTY BILLION OF THIS AND TEN THOUSAND OF THAT. You are a far more patient person than I.
0,Oh that sucks. Hmm  maybe you'll get sick and need another house call soon...
1,congrats on the Entrepreneur.com plug for Your Pitch Sucks http://bit.ly/pS0M !
0,did you like the patti labelle sing along too. even went on arsenio with hr and did that damn song. Singing???
0,i hate to say it but right now you are correct
0,Wow  that sucks. )c8 My condolences on your loss. I hope the HD springs back to life long enough to get the data back cheaply.
0,You're welcome. (c8 Wish I could've done something more. Losing a HD sucks. )c8 Do u have an external HD to backup to?
0,hiii lady! damn... i need some galoshes!
0,damn for real? That's news to me. I'm 100% sure that's a tape loop tho. Zig  Idris  Earl... N.O. Drummers&gt;everyone else
1,yo I will nerd out on this shit all day!
0,not even...its just too fucking cold out  im too fucking sick  and its too fucking cold in my basement!
0,aaaawwwww not the Rock em Sock em!! damn i think just drooled...
1,Fuck you and your worthless life
